# [b'Cross sections for H2CS\nHelgi Rafn Hr\xc3\xb3\xc3\xb0marsson 2022-11-26\nPhotodissociation source: Drury+ (1982), Chiang+ (2005)\nPhotoionization source: Kroto+ (1972)\nwavelength: (nm)\nphotoabsorption:    cross section (cm2)\nphotodissociation:  cross section (cm2)\nphotoionisation:    cross section (cm2)']
# 
# wavelength   photoabsorption photodissociation   photoionisation
 167.1650000       5.11327e-18       5.11327e-18       0.00000e+00
 167.2160000       5.11327e-18       5.11327e-18       0.00000e+00
 167.2660000       4.98151e-18       4.98151e-18       0.00000e+00
 167.3170000       4.71800e-18       4.71800e-18       0.00000e+00
 167.3680000       4.45448e-18       4.45448e-18       0.00000e+00
 167.4180000       4.27881e-18       4.27881e-18       0.00000e+00
 167.4690000       4.19097e-18       4.19097e-18       0.00000e+00
 167.5200000       4.10313e-18       4.10313e-18       0.00000e+00
 167.5710000       3.97137e-18       3.97137e-18       0.00000e+00
 167.6210000       3.97137e-18       3.97137e-18       0.00000e+00
 167.6720000       4.01529e-18       4.01529e-18       0.00000e+00
 167.7230000       3.92746e-18       3.92746e-18       0.00000e+00
 167.7740000       3.88354e-18       3.88354e-18       0.00000e+00
 167.8240000       3.88354e-18       3.88354e-18       0.00000e+00
 167.8750000       3.88354e-18       3.88354e-18       0.00000e+00
 167.9260000       4.19097e-18       4.19097e-18       0.00000e+00
 167.9760000       4.32273e-18       4.32273e-18       0.00000e+00
 168.0270000       4.54232e-18       4.54232e-18       0.00000e+00
 168.0780000       4.80584e-18       4.80584e-18       0.00000e+00
 168.1290000       5.20111e-18       5.20111e-18       0.00000e+00
 168.1790000       5.20111e-18       5.20111e-18       0.00000e+00
 168.2300000       5.28896e-18       5.28896e-18       0.00000e+00
 168.2810000       5.28896e-18       5.28896e-18       0.00000e+00
 168.3320000       5.68422e-18       5.68422e-18       0.00000e+00
 168.3820000       5.85991e-18       5.85991e-18       0.00000e+00
 168.4330000       5.50854e-18       5.50854e-18       0.00000e+00
 168.4840000       5.46462e-18       5.46462e-18       0.00000e+00
 168.5340000       5.28896e-18       5.28896e-18       0.00000e+00
 168.5850000       5.28896e-18       5.28896e-18       0.00000e+00
 168.6360000       5.15719e-18       5.15719e-18       0.00000e+00
 168.6870000       4.93759e-18       4.93759e-18       0.00000e+00
 168.7370000       4.98151e-18       4.98151e-18       0.00000e+00
 168.7880000       5.02543e-18       5.02543e-18       0.00000e+00
 168.8390000       5.06935e-18       5.06935e-18       0.00000e+00
 168.8900000       5.15719e-18       5.15719e-18       0.00000e+00
 168.9400000       5.46462e-18       5.46462e-18       0.00000e+00
 168.9910000       5.59638e-18       5.59638e-18       0.00000e+00
 169.0420000       5.77207e-18       5.77207e-18       0.00000e+00
 169.0920000       5.99165e-18       5.99165e-18       0.00000e+00
 169.1430000       6.16734e-18       6.16734e-18       0.00000e+00
 169.1940000       6.73829e-18       6.73829e-18       0.00000e+00
 169.2450000       6.82613e-18       6.82613e-18       0.00000e+00
 169.2950000       7.00179e-18       7.00179e-18       0.00000e+00
 169.3460000       7.26532e-18       7.26532e-18       0.00000e+00
 169.3970000       7.26532e-18       7.26532e-18       0.00000e+00
 169.4480000       7.35316e-18       7.35316e-18       0.00000e+00
 169.4980000       7.08964e-18       7.08964e-18       0.00000e+00
 169.5490000       6.51868e-18       6.51868e-18       0.00000e+00
 169.6000000       6.43084e-18       6.43084e-18       0.00000e+00
 169.6500000       6.16734e-18       6.16734e-18       0.00000e+00
 169.7010000       5.85991e-18       5.85991e-18       0.00000e+00
 169.7520000       5.68422e-18       5.68422e-18       0.00000e+00
 169.8030000       5.06935e-18       5.06935e-18       0.00000e+00
 169.8530000       5.06935e-18       5.06935e-18       0.00000e+00
 169.9040000       5.15719e-18       5.15719e-18       0.00000e+00
 169.9550000       5.24503e-18       5.24503e-18       0.00000e+00
 170.0060000       5.42070e-18       5.42070e-18       0.00000e+00
 170.0560000       5.46462e-18       5.46462e-18       0.00000e+00
 170.1070000       5.72815e-18       5.72815e-18       0.00000e+00
 170.1580000       5.72815e-18       5.72815e-18       0.00000e+00
 170.2080000       5.77207e-18       5.77207e-18       0.00000e+00
 170.2590000       6.07949e-18       6.07949e-18       0.00000e+00
 170.3100000       6.12341e-18       6.12341e-18       0.00000e+00
 170.3610000       6.12341e-18       6.12341e-18       0.00000e+00
 170.4110000       6.12341e-18       6.12341e-18       0.00000e+00
 170.4620000       6.12341e-18       6.12341e-18       0.00000e+00
 170.5130000       6.12341e-18       6.12341e-18       0.00000e+00
 170.5640000       6.07949e-18       6.07949e-18       0.00000e+00
 170.6140000       5.94773e-18       5.94773e-18       0.00000e+00
 170.6650000       5.90383e-18       5.90383e-18       0.00000e+00
 170.7160000       5.85991e-18       5.85991e-18       0.00000e+00
 170.7660000       5.81599e-18       5.81599e-18       0.00000e+00
 170.8170000       5.77207e-18       5.77207e-18       0.00000e+00
 170.8680000       5.77207e-18       5.77207e-18       0.00000e+00
 170.9190000       5.68422e-18       5.68422e-18       0.00000e+00
 170.9690000       6.07949e-18       6.07949e-18       0.00000e+00
 171.0200000       6.38694e-18       6.38694e-18       0.00000e+00
 171.0710000       6.47476e-18       6.47476e-18       0.00000e+00
 171.1210000       6.69437e-18       6.69437e-18       0.00000e+00
 171.1720000       6.82613e-18       6.82613e-18       0.00000e+00
 171.2230000       7.18625e-18       7.18625e-18       0.00000e+00
 171.2740000       7.24650e-18       7.24650e-18       0.00000e+00
 171.3240000       7.35316e-18       7.35316e-18       0.00000e+00
 171.3750000       7.30924e-18       7.30924e-18       0.00000e+00
 171.4260000       7.22140e-18       7.22140e-18       0.00000e+00
 171.4770000       7.44098e-18       7.44098e-18       0.00000e+00
 171.5270000       7.48491e-18       7.48491e-18       0.00000e+00
 171.5780000       8.58289e-18       8.58289e-18       0.00000e+00
 171.6290000       9.85654e-18       9.85654e-18       0.00000e+00
 171.6790000       1.01147e-17       1.01147e-17       0.00000e+00
 171.7300000       1.47755e-17       1.47755e-17       0.00000e+00
 171.7810000       1.78059e-17       1.78059e-17       0.00000e+00
 171.8320000       1.89040e-17       1.89040e-17       0.00000e+00
 171.8820000       2.35154e-17       2.35154e-17       0.00000e+00
 171.9330000       2.39985e-17       2.39985e-17       0.00000e+00
 171.9840000       2.68094e-17       2.68094e-17       0.00000e+00
 172.0350000       3.01472e-17       3.01472e-17       0.00000e+00
 172.0850000       3.00154e-17       3.00154e-17       0.00000e+00
 172.1360000       2.58871e-17       2.58871e-17       0.00000e+00
 172.1870000       2.49648e-17       2.49648e-17       0.00000e+00
 172.2370000       2.25931e-17       2.25931e-17       0.00000e+00
 172.2880000       2.07485e-17       2.07485e-17       0.00000e+00
 172.3390000       1.75616e-17       1.75616e-17       0.00000e+00
 172.3900000       1.65141e-17       1.65141e-17       0.00000e+00
 172.4400000       1.27113e-17       1.27113e-17       0.00000e+00
 172.4910000       9.19776e-18       9.19776e-18       0.00000e+00
 172.5420000       7.22140e-18       7.22140e-18       0.00000e+00
 172.5930000       7.17748e-18       7.17748e-18       0.00000e+00
 172.6430000       6.34302e-18       6.34302e-18       0.00000e+00
 172.6940000       5.81599e-18       5.81599e-18       0.00000e+00
 172.7450000       5.81599e-18       5.81599e-18       0.00000e+00
 172.7950000       5.68422e-18       5.68422e-18       0.00000e+00
 172.8460000       5.77207e-18       5.77207e-18       0.00000e+00
 172.8970000       5.77207e-18       5.77207e-18       0.00000e+00
 172.9480000       5.81599e-18       5.81599e-18       0.00000e+00
 172.9980000       5.68422e-18       5.68422e-18       0.00000e+00
 173.0490000       5.77207e-18       5.77207e-18       0.00000e+00
 173.1000000       5.77207e-18       5.77207e-18       0.00000e+00
 173.1510000       5.68422e-18       5.68422e-18       0.00000e+00
 173.2010000       5.55246e-18       5.55246e-18       0.00000e+00
 173.2520000       5.55246e-18       5.55246e-18       0.00000e+00
 173.3030000       5.55246e-18       5.55246e-18       0.00000e+00
 173.3530000       5.59638e-18       5.59638e-18       0.00000e+00
 173.4040000       5.59638e-18       5.59638e-18       0.00000e+00
 173.4550000       5.64030e-18       5.64030e-18       0.00000e+00
 173.5060000       5.64030e-18       5.64030e-18       0.00000e+00
 173.5560000       5.68422e-18       5.68422e-18       0.00000e+00
 173.6070000       5.68422e-18       5.68422e-18       0.00000e+00
 173.6580000       5.59638e-18       5.59638e-18       0.00000e+00
 173.7090000       5.28896e-18       5.28896e-18       0.00000e+00
 173.7590000       5.20111e-18       5.20111e-18       0.00000e+00
 173.8100000       5.06935e-18       5.06935e-18       0.00000e+00
 173.8610000       5.06935e-18       5.06935e-18       0.00000e+00
 173.9110000       5.02543e-18       5.02543e-18       0.00000e+00
 173.9620000       5.02543e-18       5.02543e-18       0.00000e+00
 174.0130000       4.98151e-18       4.98151e-18       0.00000e+00
 174.0640000       4.93759e-18       4.93759e-18       0.00000e+00
 174.1140000       4.80584e-18       4.80584e-18       0.00000e+00
 174.1650000       4.58624e-18       4.58624e-18       0.00000e+00
 174.2160000       4.54232e-18       4.54232e-18       0.00000e+00
 174.2670000       4.36665e-18       4.36665e-18       0.00000e+00
 174.3170000       4.01529e-18       4.01529e-18       0.00000e+00
 174.3680000       3.88354e-18       3.88354e-18       0.00000e+00
 174.4190000       3.70786e-18       3.70786e-18       0.00000e+00
 174.4690000       3.66394e-18       3.66394e-18       0.00000e+00
 174.5200000       3.62002e-18       3.62002e-18       0.00000e+00
 174.5710000       3.66394e-18       3.66394e-18       0.00000e+00
 174.6220000       4.10313e-18       4.10313e-18       0.00000e+00
 174.6720000       4.27881e-18       4.27881e-18       0.00000e+00
 174.7230000       4.27881e-18       4.27881e-18       0.00000e+00
 174.7740000       4.58624e-18       4.58624e-18       0.00000e+00
 174.8250000       4.63016e-18       4.63016e-18       0.00000e+00
 174.8750000       5.37680e-18       5.37680e-18       0.00000e+00
 174.9260000       5.20111e-18       5.20111e-18       0.00000e+00
 174.9770000       5.20111e-18       5.20111e-18       0.00000e+00
 175.0270000       5.20111e-18       5.20111e-18       0.00000e+00
 175.0780000       5.33288e-18       5.33288e-18       0.00000e+00
 175.1290000       5.33288e-18       5.33288e-18       0.00000e+00
 175.1800000       5.37680e-18       5.37680e-18       0.00000e+00
 175.2300000       5.24503e-18       5.24503e-18       0.00000e+00
 175.2810000       5.24503e-18       5.24503e-18       0.00000e+00
 175.3320000       5.11327e-18       5.11327e-18       0.00000e+00
 175.3830000       5.06935e-18       5.06935e-18       0.00000e+00
 175.4330000       5.20111e-18       5.20111e-18       0.00000e+00
 175.4840000       5.28896e-18       5.28896e-18       0.00000e+00
 175.5350000       5.33288e-18       5.33288e-18       0.00000e+00
 175.5850000       5.37680e-18       5.37680e-18       0.00000e+00
 175.6360000       5.50854e-18       5.50854e-18       0.00000e+00
 175.6870000       5.55246e-18       5.55246e-18       0.00000e+00
 175.7380000       5.59638e-18       5.59638e-18       0.00000e+00
 175.7880000       5.64030e-18       5.64030e-18       0.00000e+00
 175.8390000       5.68422e-18       5.68422e-18       0.00000e+00
 175.8900000       5.81599e-18       5.81599e-18       0.00000e+00
 175.9410000       5.81599e-18       5.81599e-18       0.00000e+00
 175.9910000       5.81599e-18       5.81599e-18       0.00000e+00
 176.0420000       5.81599e-18       5.81599e-18       0.00000e+00
 176.0930000       5.81599e-18       5.81599e-18       0.00000e+00
 176.1430000       5.81599e-18       5.81599e-18       0.00000e+00
 176.1940000       5.81599e-18       5.81599e-18       0.00000e+00
 176.2450000       5.90383e-18       5.90383e-18       0.00000e+00
 176.2960000       5.94773e-18       5.94773e-18       0.00000e+00
 176.3460000       5.94773e-18       5.94773e-18       0.00000e+00
 176.3970000       5.94773e-18       5.94773e-18       0.00000e+00
 176.4480000       5.99165e-18       5.99165e-18       0.00000e+00
 176.4990000       5.94773e-18       5.94773e-18       0.00000e+00
 176.5490000       6.16734e-18       6.16734e-18       0.00000e+00
 176.6000000       6.78221e-18       6.78221e-18       0.00000e+00
 176.6510000       6.82613e-18       6.82613e-18       0.00000e+00
 176.7010000       6.69437e-18       6.69437e-18       0.00000e+00
 176.7520000       6.60653e-18       6.60653e-18       0.00000e+00
 176.8030000       6.60653e-18       6.60653e-18       0.00000e+00
 176.8540000       6.56260e-18       6.56260e-18       0.00000e+00
 176.9040000       6.07949e-18       6.07949e-18       0.00000e+00
 176.9550000       6.07949e-18       6.07949e-18       0.00000e+00
 177.0060000       6.34302e-18       6.34302e-18       0.00000e+00
 177.0570000       6.34302e-18       6.34302e-18       0.00000e+00
 177.1070000       6.07949e-18       6.07949e-18       0.00000e+00
 177.1580000       5.94773e-18       5.94773e-18       0.00000e+00
 177.2090000       5.85991e-18       5.85991e-18       0.00000e+00
 177.2590000       5.85991e-18       5.85991e-18       0.00000e+00
 177.3100000       5.77207e-18       5.77207e-18       0.00000e+00
 177.3610000       5.77207e-18       5.77207e-18       0.00000e+00
 177.4120000       5.59638e-18       5.59638e-18       0.00000e+00
 177.4620000       5.72815e-18       5.72815e-18       0.00000e+00
 177.5130000       5.85991e-18       5.85991e-18       0.00000e+00
 177.5640000       5.94773e-18       5.94773e-18       0.00000e+00
 177.6150000       6.12341e-18       6.12341e-18       0.00000e+00
 177.6650000       6.16734e-18       6.16734e-18       0.00000e+00
 177.7160000       6.38694e-18       6.38694e-18       0.00000e+00
 177.7670000       6.47476e-18       6.47476e-18       0.00000e+00
 177.8170000       6.91395e-18       6.91395e-18       0.00000e+00
 177.8680000       7.13356e-18       7.13356e-18       0.00000e+00
 177.9190000       7.26532e-18       7.26532e-18       0.00000e+00
 177.9700000       7.08964e-18       7.08964e-18       0.00000e+00
 178.0200000       6.65045e-18       6.65045e-18       0.00000e+00
 178.0710000       6.65045e-18       6.65045e-18       0.00000e+00
 178.1220000       6.16734e-18       6.16734e-18       0.00000e+00
 178.1730000       6.16734e-18       6.16734e-18       0.00000e+00
 178.2230000       6.07949e-18       6.07949e-18       0.00000e+00
 178.2740000       6.56260e-18       6.56260e-18       0.00000e+00
 178.3250000       6.51868e-18       6.51868e-18       0.00000e+00
 178.3750000       6.47476e-18       6.47476e-18       0.00000e+00
 178.4260000       6.25518e-18       6.25518e-18       0.00000e+00
 178.4770000       6.25518e-18       6.25518e-18       0.00000e+00
 178.5280000       5.85991e-18       5.85991e-18       0.00000e+00
 178.5780000       5.72815e-18       5.72815e-18       0.00000e+00
 178.6290000       5.68422e-18       5.68422e-18       0.00000e+00
 178.6800000       5.64030e-18       5.64030e-18       0.00000e+00
 178.7310000       5.24503e-18       5.24503e-18       0.00000e+00
 178.7810000       5.24503e-18       5.24503e-18       0.00000e+00
 178.8320000       5.02543e-18       5.02543e-18       0.00000e+00
 178.8830000       4.93759e-18       4.93759e-18       0.00000e+00
 178.9330000       4.93759e-18       4.93759e-18       0.00000e+00
 178.9840000       4.93759e-18       4.93759e-18       0.00000e+00
 179.0350000       4.93759e-18       4.93759e-18       0.00000e+00
 179.0860000       4.89369e-18       4.89369e-18       0.00000e+00
 179.1360000       4.93759e-18       4.93759e-18       0.00000e+00
 179.1870000       4.93759e-18       4.93759e-18       0.00000e+00
 179.2380000       5.24503e-18       5.24503e-18       0.00000e+00
 179.2890000       5.42070e-18       5.42070e-18       0.00000e+00
 179.3390000       5.50854e-18       5.50854e-18       0.00000e+00
 179.3900000       5.64030e-18       5.64030e-18       0.00000e+00
 179.4410000       5.64030e-18       5.64030e-18       0.00000e+00
 179.4910000       5.90383e-18       5.90383e-18       0.00000e+00
 179.5420000       5.85991e-18       5.85991e-18       0.00000e+00
 179.5930000       5.77207e-18       5.77207e-18       0.00000e+00
 179.6440000       5.59638e-18       5.59638e-18       0.00000e+00
 179.6940000       5.55246e-18       5.55246e-18       0.00000e+00
 179.7450000       5.55246e-18       5.55246e-18       0.00000e+00
 179.7960000       5.55246e-18       5.55246e-18       0.00000e+00
 179.8470000       5.55246e-18       5.55246e-18       0.00000e+00
 179.8970000       5.55246e-18       5.55246e-18       0.00000e+00
 179.9480000       5.81599e-18       5.81599e-18       0.00000e+00
 179.9990000       5.81599e-18       5.81599e-18       0.00000e+00
 180.0490000       5.94773e-18       5.94773e-18       0.00000e+00
 180.1000000       6.51868e-18       6.51868e-18       0.00000e+00
 180.1510000       6.60653e-18       6.60653e-18       0.00000e+00
 180.2020000       6.95787e-18       6.95787e-18       0.00000e+00
 180.2520000       7.22140e-18       7.22140e-18       0.00000e+00
 180.3030000       7.52883e-18       7.52883e-18       0.00000e+00
 180.3540000       8.09978e-18       8.09978e-18       0.00000e+00
 180.4050000       8.14370e-18       8.14370e-18       0.00000e+00
 180.4550000       8.45113e-18       8.45113e-18       0.00000e+00
 180.5060000       8.62681e-18       8.62681e-18       0.00000e+00
 180.5570000       8.62681e-18       8.62681e-18       0.00000e+00
 180.6070000       8.67073e-18       8.67073e-18       0.00000e+00
 180.6580000       8.80249e-18       8.80249e-18       0.00000e+00
 180.7090000       8.84640e-18       8.84640e-18       0.00000e+00
 180.7600000       8.89032e-18       8.89032e-18       0.00000e+00
 180.8100000       8.97816e-18       8.97816e-18       0.00000e+00
 180.8610000       8.89032e-18       8.89032e-18       0.00000e+00
 180.9120000       8.89032e-18       8.89032e-18       0.00000e+00
 180.9630000       8.67073e-18       8.67073e-18       0.00000e+00
 181.0130000       8.58289e-18       8.58289e-18       0.00000e+00
 181.0640000       8.45113e-18       8.45113e-18       0.00000e+00
 181.1150000       8.14370e-18       8.14370e-18       0.00000e+00
 181.1650000       8.27546e-18       8.27546e-18       0.00000e+00
 181.2160000       8.62681e-18       8.62681e-18       0.00000e+00
 181.2670000       8.67073e-18       8.67073e-18       0.00000e+00
 181.3180000       8.89032e-18       8.89032e-18       0.00000e+00
 181.3680000       9.02208e-18       9.02208e-18       0.00000e+00
 181.4190000       9.41735e-18       9.41735e-18       0.00000e+00
 181.4700000       9.68087e-18       9.68087e-18       0.00000e+00
 181.5210000       9.68087e-18       9.68087e-18       0.00000e+00
 181.5710000       9.68087e-18       9.68087e-18       0.00000e+00
 181.6220000       9.50519e-18       9.50519e-18       0.00000e+00
 181.6730000       9.06600e-18       9.06600e-18       0.00000e+00
 181.7230000       8.80249e-18       8.80249e-18       0.00000e+00
 181.7740000       8.45113e-18       8.45113e-18       0.00000e+00
 181.8250000       8.27546e-18       8.27546e-18       0.00000e+00
 181.8760000       7.96802e-18       7.96802e-18       0.00000e+00
 181.9260000       7.48491e-18       7.48491e-18       0.00000e+00
 181.9770000       7.44098e-18       7.44098e-18       0.00000e+00
 182.0280000       7.26532e-18       7.26532e-18       0.00000e+00
 182.0790000       7.13356e-18       7.13356e-18       0.00000e+00
 182.1290000       6.95787e-18       6.95787e-18       0.00000e+00
 182.1800000       6.87005e-18       6.87005e-18       0.00000e+00
 182.2310000       6.82613e-18       6.82613e-18       0.00000e+00
 182.2810000       6.78221e-18       6.78221e-18       0.00000e+00
 182.3320000       6.69437e-18       6.69437e-18       0.00000e+00
 182.3830000       6.69437e-18       6.69437e-18       0.00000e+00
 182.4340000       6.69437e-18       6.69437e-18       0.00000e+00
 182.4840000       6.73829e-18       6.73829e-18       0.00000e+00
 182.5350000       6.78221e-18       6.78221e-18       0.00000e+00
 182.5860000       7.04572e-18       7.04572e-18       0.00000e+00
 182.6370000       7.17748e-18       7.17748e-18       0.00000e+00
 182.6870000       7.26532e-18       7.26532e-18       0.00000e+00
 182.7380000       7.57275e-18       7.57275e-18       0.00000e+00
 182.7890000       8.01194e-18       8.01194e-18       0.00000e+00
 182.8390000       8.14370e-18       8.14370e-18       0.00000e+00
 182.8900000       8.58289e-18       8.58289e-18       0.00000e+00
 182.9410000       9.15384e-18       9.15384e-18       0.00000e+00
 182.9920000       9.59303e-18       9.59303e-18       0.00000e+00
 183.0420000       1.03836e-17       1.03836e-17       0.00000e+00
 183.0930000       1.13059e-17       1.13059e-17       0.00000e+00
 183.1440000       1.17451e-17       1.17451e-17       0.00000e+00
 183.1950000       1.38532e-17       1.38532e-17       0.00000e+00
 183.2450000       1.49073e-17       1.49073e-17       0.00000e+00
 183.2960000       1.75424e-17       1.75424e-17       0.00000e+00
 183.3470000       1.83769e-17       1.83769e-17       0.00000e+00
 183.3970000       2.12316e-17       2.12316e-17       0.00000e+00
 183.4480000       2.90054e-17       2.90054e-17       0.00000e+00
 183.4990000       2.99277e-17       2.99277e-17       0.00000e+00
 183.5500000       3.11574e-17       3.11574e-17       0.00000e+00
 183.6000000       3.22553e-17       3.22553e-17       0.00000e+00
 183.6510000       3.55671e-17       3.55671e-17       0.00000e+00
 183.7020000       4.05176e-17       4.05176e-17       0.00000e+00
 183.7530000       3.91507e-17       3.91507e-17       0.00000e+00
 183.8030000       3.90189e-17       3.90189e-17       0.00000e+00
 183.8540000       3.66034e-17       3.66034e-17       0.00000e+00
 183.9050000       3.52419e-17       3.52419e-17       0.00000e+00
 183.9550000       3.39681e-17       3.39681e-17       0.00000e+00
 184.0060000       2.95762e-17       2.95762e-17       0.00000e+00
 184.0570000       2.85221e-17       2.85221e-17       0.00000e+00
 184.1080000       2.72486e-17       2.72486e-17       0.00000e+00
 184.1580000       2.44377e-17       2.44377e-17       0.00000e+00
 184.2090000       2.33397e-17       2.33397e-17       0.00000e+00
 184.2600000       2.12882e-17       2.12882e-17       0.00000e+00
 184.3110000       1.95188e-17       1.95188e-17       0.00000e+00
 184.3610000       1.91235e-17       1.91235e-17       0.00000e+00
 184.4120000       1.75424e-17       1.75424e-17       0.00000e+00
 184.4630000       1.62248e-17       1.62248e-17       0.00000e+00
 184.5130000       1.56539e-17       1.56539e-17       0.00000e+00
 184.5640000       1.40289e-17       1.40289e-17       0.00000e+00
 184.6150000       1.35458e-17       1.35458e-17       0.00000e+00
 184.6660000       1.34140e-17       1.34140e-17       0.00000e+00
 184.7160000       1.26674e-17       1.26674e-17       0.00000e+00
 184.7670000       1.21403e-17       1.21403e-17       0.00000e+00
 184.8180000       1.13498e-17       1.13498e-17       0.00000e+00
 184.8690000       1.11741e-17       1.11741e-17       0.00000e+00
 184.9190000       1.09106e-17       1.09106e-17       0.00000e+00
 184.9700000       1.02957e-17       1.02957e-17       0.00000e+00
 185.0210000       9.94438e-18       9.94438e-18       0.00000e+00
 185.0710000       9.85654e-18       9.85654e-18       0.00000e+00
 185.1220000       9.54911e-18       9.54911e-18       0.00000e+00
 185.1730000       9.54911e-18       9.54911e-18       0.00000e+00
 185.2240000       9.32951e-18       9.32951e-18       0.00000e+00
 185.2740000       9.46127e-18       9.46127e-18       0.00000e+00
 185.3250000       9.98830e-18       9.98830e-18       0.00000e+00
 185.3760000       1.00322e-17       1.00322e-17       0.00000e+00
 185.4270000       1.02079e-17       1.02079e-17       0.00000e+00
 185.4770000       1.02518e-17       1.02518e-17       0.00000e+00
 185.5280000       1.04275e-17       1.04275e-17       0.00000e+00
 185.5790000       1.03396e-17       1.03396e-17       0.00000e+00
 185.6290000       1.02079e-17       1.02079e-17       0.00000e+00
 185.6800000       1.00761e-17       1.00761e-17       0.00000e+00
 185.7310000       1.00322e-17       1.00322e-17       0.00000e+00
 185.7820000       1.02518e-17       1.02518e-17       0.00000e+00
 185.8320000       1.02957e-17       1.02957e-17       0.00000e+00
 185.8830000       1.04275e-17       1.04275e-17       0.00000e+00
 185.9340000       1.07788e-17       1.07788e-17       0.00000e+00
 185.9850000       1.07788e-17       1.07788e-17       0.00000e+00
 186.0350000       1.09106e-17       1.09106e-17       0.00000e+00
 186.0860000       1.07788e-17       1.07788e-17       0.00000e+00
 186.1370000       1.06032e-17       1.06032e-17       0.00000e+00
 186.1870000       1.04275e-17       1.04275e-17       0.00000e+00
 186.2380000       1.01640e-17       1.01640e-17       0.00000e+00
 186.2890000       1.00322e-17       1.00322e-17       0.00000e+00
 186.3400000       9.81262e-18       9.81262e-18       0.00000e+00
 186.3900000       9.68087e-18       9.68087e-18       0.00000e+00
 186.4410000       9.76872e-18       9.76872e-18       0.00000e+00
 186.4920000       9.81262e-18       9.81262e-18       0.00000e+00
 186.5430000       1.01201e-17       1.01201e-17       0.00000e+00
 186.5930000       1.05593e-17       1.05593e-17       0.00000e+00
 186.6440000       1.09545e-17       1.09545e-17       0.00000e+00
 186.6950000       1.11741e-17       1.11741e-17       0.00000e+00
 186.7450000       1.13059e-17       1.13059e-17       0.00000e+00
 186.7960000       1.13059e-17       1.13059e-17       0.00000e+00
 186.8470000       1.13059e-17       1.13059e-17       0.00000e+00
 186.8980000       1.05153e-17       1.05153e-17       0.00000e+00
 186.9480000       9.41735e-18       9.41735e-18       0.00000e+00
 186.9990000       8.97816e-18       8.97816e-18       0.00000e+00
 187.0500000       7.74843e-18       7.74843e-18       0.00000e+00
 187.1010000       7.44098e-18       7.44098e-18       0.00000e+00
 187.1510000       6.65045e-18       6.65045e-18       0.00000e+00
 187.2020000       5.46462e-18       5.46462e-18       0.00000e+00
 187.2530000       5.37680e-18       5.37680e-18       0.00000e+00
 187.3030000       4.80584e-18       4.80584e-18       0.00000e+00
 187.3540000       4.67408e-18       4.67408e-18       0.00000e+00
 187.4050000       4.71800e-18       4.71800e-18       0.00000e+00
 187.4560000       4.80584e-18       4.80584e-18       0.00000e+00
 187.5060000       4.54232e-18       4.54232e-18       0.00000e+00
 187.5570000       4.27881e-18       4.27881e-18       0.00000e+00
 187.6080000       4.14705e-18       4.14705e-18       0.00000e+00
 187.6590000       3.97137e-18       3.97137e-18       0.00000e+00
 187.7090000       3.88354e-18       3.88354e-18       0.00000e+00
 187.7600000       3.44435e-18       3.44435e-18       0.00000e+00
 187.8110000       3.26867e-18       3.26867e-18       0.00000e+00
 187.8610000       3.44435e-18       3.44435e-18       0.00000e+00
 187.9120000       3.57610e-18       3.57610e-18       0.00000e+00
 187.9630000       3.62002e-18       3.62002e-18       0.00000e+00
 188.0140000       3.75178e-18       3.75178e-18       0.00000e+00
 188.0640000       4.01529e-18       4.01529e-18       0.00000e+00
 188.1150000       4.14705e-18       4.14705e-18       0.00000e+00
 188.1660000       4.71800e-18       4.71800e-18       0.00000e+00
 188.2170000       5.72815e-18       5.72815e-18       0.00000e+00
 188.2670000       5.85991e-18       5.85991e-18       0.00000e+00
 188.3180000       1.01201e-17       1.01201e-17       0.00000e+00
 188.3690000       1.61370e-17       1.61370e-17       0.00000e+00
 188.4190000       1.65323e-17       1.65323e-17       0.00000e+00
 188.4700000       2.23736e-17       2.23736e-17       0.00000e+00
 188.5210000       2.57553e-17       2.57553e-17       0.00000e+00
 188.5720000       2.90493e-17       2.90493e-17       0.00000e+00
 188.6220000       3.86935e-17       3.86935e-17       0.00000e+00
 188.6730000       3.94638e-17       3.94638e-17       0.00000e+00
 188.7240000       4.46405e-17       4.46405e-17       0.00000e+00
 188.7750000       4.70999e-17       4.70999e-17       0.00000e+00
 188.8250000       4.71440e-17       4.71440e-17       0.00000e+00
 188.8760000       4.48162e-17       4.48162e-17       0.00000e+00
 188.9270000       4.46844e-17       4.46844e-17       0.00000e+00
 188.9770000       4.03238e-17       4.03238e-17       0.00000e+00
 189.0280000       3.49685e-17       3.49685e-17       0.00000e+00
 189.0790000       3.20416e-17       3.20416e-17       0.00000e+00
 189.1300000       2.89428e-17       2.89428e-17       0.00000e+00
 189.1800000       2.33918e-17       2.33918e-17       0.00000e+00
 189.2310000       1.75863e-17       1.75863e-17       0.00000e+00
 189.2820000       1.27977e-17       1.27977e-17       0.00000e+00
 189.3330000       1.19616e-17       1.19616e-17       0.00000e+00
 189.3830000       8.60799e-18       8.60799e-18       0.00000e+00
 189.5390000       6.21311e-18       6.21311e-18       0.00000e+00
 189.5790000       5.96164e-18       5.96164e-18       0.00000e+00
 189.6190000       5.74538e-18       5.74538e-18       0.00000e+00
 189.6590000       5.48175e-18       5.48175e-18       0.00000e+00
 189.6980000       5.15733e-18       5.15733e-18       0.00000e+00
 189.7380000       4.84708e-18       4.84708e-18       0.00000e+00
